,lMtilde,lTtilde,vMtilde
132,0.8494949494949495,0.9859090909090908,-0.6769625211422986
133,0.8666666666666667,0.9859090909090908,-0.6796010908792216
134,0.8838383838383839,0.9859090909090908,-0.6821867979753258
135,0.901010101010101,0.9859090909090908,-0.6847124180725669
136,0.9181818181818182,0.9859090909090908,-0.6871568681448784
137,0.9353535353535354,0.9859090909090908,-0.6894392256033437
138,0.9525252525252526,0.9859090909090908,-0.691139589913789
139,0.9696969696969697,0.9859090909090908,-0.6916803203946866
140,0.9868686868686869,0.9859090909090908,-0.6917591306505138
141,1.004040404040404,0.9859090909090908,-0.6917727024188719
142,1.0212121212121212,0.9859090909090908,-0.6941590109049333
143,1.0383838383838384,0.9859090909090908,-0.7014539838219589
144,1.0555555555555556,0.9859090909090908,-0.7091650683912722
145,1.0727272727272728,0.9859090909090908,-0.716342595827765
146,1.08989898989899,0.9859090909090908,-0.7231150368937376
147,1.107070707070707,0.9859090909090908,-0.7301457040999262
148,1.1242424242424243,0.9859090909090908,-0.7381344231821527
149,1.1414141414141414,0.9859090909090908,-0.7477212697368815
150,1.1585858585858586,0.9859090909090908,-0.7595987835922366
151,1.1757575757575758,0.9859090909090908,-0.7745801717541462
152,1.192929292929293,0.9859090909090908,-0.7936185280931668
153,1.2101010101010101,0.9859090909090908,-0.8177794956774441
154,1.2272727272727273,0.9859090909090908,-0.848156270025091
155,1.2444444444444445,0.9859090909090908,-0.8857254606321937
156,1.2616161616161616,0.9859090909090908,-0.9341467321276276
157,1.2787878787878788,0.9859090909090908,-1.0481441897303518
158,1.295959595959596,0.9859090909090908,-1.2183677299007944
159,1.3131313131313131,0.9859090909090908,-1.4070179738732826
160,1.3303030303030303,0.9859090909090908,-1.6136551852773544
161,1.3474747474747475,0.9859090909090908,-1.8377762249687
162,1.3646464646464647,0.9859090909090908,-2.078978818915858
163,1.3818181818181818,0.9859090909090908,-2.337080005578944
164,1.398989898989899,0.9859090909090908,-2.612179189576029
165,1.4161616161616162,0.9859090909090908,-2.9046624224246314
166,1.4333333333333333,0.9859090909090908,-3.2151452834837615
167,1.4505050505050505,0.9859090909090908,-3.544352634743839
168,1.4676767676767677,0.9859090909090908,-3.892940523916318
169,1.4848484848484849,0.9859090909090908,-4.261281937121684
170,1.502020202020202,0.9859090909090908,-4.649260688476165
171,1.5191919191919192,0.9859090909090908,-5.056132652001571
172,1.5363636363636364,0.9859090909090908,-5.4805041859202355
173,1.5535353535353535,0.9859090909090908,-5.9204395665192635
174,1.5707070707070707,0.9859090909090908,-6.373661479955692
175,1.587878787878788,0.9859090909090908,-6.8377802316919
176,1.605050505050505,0.9859090909090908,-7.310492079946579
177,1.6222222222222222,0.9859090909090908,-7.789714241582161
178,1.6393939393939394,0.9859090909090908,-8.273653033456284
179,1.6565656565656566,0.9859090909090908,-8.760819262967523
180,1.6737373737373737,0.9859090909090908,-9.250010099006586
181,1.690909090909091,0.9859090909090908,-9.740274089840886
182,1.708080808080808,0.9859090909090908,-10.230880230880231
183,1.7252525252525253,0.9859090909090908,-10.721500721500721
184,1.7424242424242424,0.9859090909090908,-11.212121212121211
185,1.7595959595959596,0.9859090909090908,-11.702741702741704
186,1.7767676767676768,0.9859090909090908,-12.193362193362194
187,1.793939393939394,0.9859090909090908,-12.683982683982682
188,1.8111111111111111,0.9859090909090908,-13.174603174603176
189,1.8282828282828283,0.9859090909090908,-13.665223665223666
190,1.8454545454545455,0.9859090909090908,-14.155844155844155
191,1.8626262626262626,0.9859090909090908,-14.646464646464649
192,1.8797979797979798,0.9859090909090908,-15.137085137085137
193,1.896969696969697,0.9859090909090908,-15.627705627705629
194,1.9141414141414141,0.9859090909090908,-16.118326118326117
195,1.9313131313131313,0.9859090909090908,-16.60894660894661
196,1.9484848484848485,0.9859090909090908,-17.0995670995671
197,1.9656565656565657,0.9859090909090908,-17.59018759018759
198,1.9828282828282828,0.9859090909090908,-18.08080808080808
199,2.0,0.9859090909090908,-18.571428571428573
200,0.3,0.9868181818181818,0.0
201,0.31717171717171716,0.9868181818181818,0.0
202,0.33434343434343433,0.9868181818181818,0.0
203,0.3515151515151515,0.9868181818181818,0.0
204,0.3686868686868687,0.9868181818181818,0.0
205,0.38585858585858585,0.9868181818181818,0.0
206,0.403030303030303,0.9868181818181818,0.0
207,0.4202020202020202,0.9868181818181818,0.0
208,0.43737373737373736,0.9868181818181818,0.0
209,0.45454545454545453,0.9868181818181818,-0.0032138693247828155
210,0.4717171717171717,0.9868181818181818,-0.08666843156422768
211,0.4888888888888889,0.9868181818181818,-0.24236006330849832
212,0.5060606060606061,0.9868181818181818,-0.34232028098801154
213,0.5232323232323233,0.9868181818181818,-0.4074319185100339
214,0.5404040404040404,0.9868181818181818,-0.45473136825877625
215,0.5575757575757576,0.9868181818181818,-0.4917361363452738
216,0.5747474747474748,0.9868181818181818,-0.5221420445798216
217,0.591919191919192,0.9868181818181818,-0.5479740361208302
218,0.6090909090909091,0.9868181818181818,-0.5704257770948918
219,0.6262626262626263,0.9868181818181818,-0.5902156249441025
220,0.6434343434343435,0.9868181818181818,-0.6077631157555899
221,0.6606060606060606,0.9868181818181818,-0.6232133659829054
222,0.6777777777777778,0.9868181818181818,-0.636261655678644
223,0.694949494949495,0.9868181818181818,-0.6458850054392042
224,0.7121212121212122,0.9868181818181818,-0.6519328643383937
225,0.7292929292929293,0.9868181818181818,-0.6561503253244777
226,0.7464646464646465,0.9868181818181818,-0.6596545507561556
227,0.7636363636363637,0.9868181818181818,-0.6628350333254243
228,0.7808080808080808,0.9868181818181818,-0.6658371831598624
229,0.797979797979798,0.9868181818181818,-0.6687251718092038
230,0.8151515151515152,0.9868181818181818,-0.671531336014422
231,0.8323232323232324,0.9868181818181818,-0.6742736203278997
232,0.8494949494949495,0.9868181818181818,-0.6769625211422986
233,0.8666666666666667,0.9868181818181818,-0.6796010908792216
234,0.8838383838383839,0.9868181818181818,-0.6821867979753258
235,0.901010101010101,0.9868181818181818,-0.6847124180725669
236,0.9181818181818182,0.9868181818181818,-0.6871568681448784
237,0.9353535353535354,0.9868181818181818,-0.6894392256033437
238,0.9525252525252526,0.9868181818181818,-0.691139589913789
239,0.9696969696969697,0.9868181818181818,-0.6916803203946866
240,0.9868686868686869,0.9868181818181818,-0.6917591306505138
241,1.004040404040404,0.9868181818181818,-0.6917727024188719
242,1.0212121212121212,0.9868181818181818,-0.6941590109049333
243,1.0383838383838384,0.9868181818181818,-0.7014539838219589
244,1.0555555555555556,0.9868181818181818,-0.7091650683912722
245,1.0727272727272728,0.9868181818181818,-0.716342595827765
246,1.08989898989899,0.9868181818181818,-0.7231150368937376
247,1.107070707070707,0.9868181818181818,-0.7301457040999262
248,1.1242424242424243,0.9868181818181818,-0.7381344231821527
249,1.1414141414141414,0.9868181818181818,-0.7477212697368815
250,1.1585858585858586,0.9868181818181818,-0.7595987835922366
251,1.1757575757575758,0.9868181818181818,-0.7745801717541462
252,1.192929292929293,0.9868181818181818,-0.7936185280931668
253,1.2101010101010101,0.9868181818181818,-0.8177794956774441
254,1.2272727272727273,0.9868181818181818,-0.848156270025091
255,1.2444444444444445,0.9868181818181818,-0.8857254606321937
256,1.2616161616161616,0.9868181818181818,-0.9341467321276276
257,1.2787878787878788,0.9868181818181818,-1.0481441897303518
258,1.295959595959596,0.9868181818181818,-1.2183677299007944
259,1.3131313131313131,0.9868181818181818,-1.4070179738732826
260,1.3303030303030303,0.9868181818181818,-1.6136551852773544
261,1.3474747474747475,0.9868181818181818,-1.8377762249687
262,1.3646464646464647,0.9868181818181818,-2.078978818915858
263,1.3818181818181818,0.9868181818181818,-2.337080005578944
264,1.398989898989899,0.9868181818181818,-2.612179189576029
265,1.4161616161616162,0.9868181818181818,-2.9046624224246314
266,1.4333333333333333,0.9868181818181818,-3.2151452834837615
267,1.4505050505050505,0.9868181818181818,-3.544352634743839
268,1.4676767676767677,0.9868181818181818,-3.892940523916318
269,1.4848484848484849,0.9868181818181818,-4.261281937121684
270,1.502020202020202,0.9868181818181818,-4.649260688476165
271,1.5191919191919192,0.9868181818181818,-5.056132652001571
272,1.5363636363636364,0.9868181818181818,-5.4805041859202355
273,1.5535353535353535,0.9868181818181818,-5.9204395665192635
274,1.5707070707070707,0.9868181818181818,-6.373661479955692
275,1.587878787878788,0.9868181818181818,-6.8377802316919
276,1.605050505050505,0.9868181818181818,-7.310492079946579
277,1.6222222222222222,0.9868181818181818,-7.789714241582161
278,1.6393939393939394,0.9868181818181818,-8.273653033456284
279,1.6565656565656566,0.9868181818181818,-8.760819262967523
280,1.6737373737373737,0.9868181818181818,-9.250010099006586
281,1.690909090909091,0.9868181818181818,-9.740274089840886
282,1.708080808080808,0.9868181818181818,-10.230880230880231
283,1.7252525252525253,0.9868181818181818,-10.721500721500721
284,1.7424242424242424,0.9868181818181818,-11.212121212121211
285,1.7595959595959596,0.9868181818181818,-11.702741702741704
286,1.7767676767676768,0.9868181818181818,-12.193362193362194
287,1.793939393939394,0.9868181818181818,-12.683982683982682
288,1.8111111111111111,0.9868181818181818,-13.174603174603176
289,1.8282828282828283,0.9868181818181818,-13.665223665223666
290,1.8454545454545455,0.9868181818181818,-14.155844155844155
291,1.8626262626262626,0.9868181818181818,-14.646464646464649
292,1.8797979797979798,0.9868181818181818,-15.137085137085137
293,1.896969696969697,0.9868181818181818,-15.627705627705629
294,1.9141414141414141,0.9868181818181818,-16.118326118326117
295,1.9313131313131313,0.9868181818181818,-16.60894660894661
296,1.9484848484848485,0.9868181818181818,-17.0995670995671
297,1.9656565656565657,0.9868181818181818,-17.59018759018759
298,1.9828282828282828,0.9868181818181818,-18.08080808080808
299,2.0,0.9868181818181818,-18.571428571428573
300,0.3,0.9877272727272727,0.0
301,0.31717171717171716,0.9877272727272727,0.0
302,0.33434343434343433,0.9877272727272727,0.0
303,0.3515151515151515,0.9877272727272727,0.0
304,0.3686868686868687,0.9877272727272727,0.0
305,0.38585858585858585,0.9877272727272727,0.0
306,0.403030303030303,0.9877272727272727,0.0
307,0.4202020202020202,0.9877272727272727,0.0
308,0.43737373737373736,0.9877272727272727,0.0
309,0.45454545454545453,0.9877272727272727,-0.0032138693247828155
310,0.4717171717171717,0.9877272727272727,-0.08666843156422768
311,0.4888888888888889,0.9877272727272727,-0.24236006330849832
312,0.5060606060606061,0.9877272727272727,-0.34232028098801154
313,0.5232323232323233,0.9877272727272727,-0.4074319185100339
314,0.5404040404040404,0.9877272727272727,-0.45473136825877625
315,0.5575757575757576,0.9877272727272727,-0.4917361363452738
316,0.5747474747474748,0.9877272727272727,-0.5221420445798216
317,0.591919191919192,0.9877272727272727,-0.5479740361208302
318,0.6090909090909091,0.9877272727272727,-0.5704257770948918
319,0.6262626262626263,0.9877272727272727,-0.5902156249441025
320,0.6434343434343435,0.9877272727272727,-0.6077631157555899
321,0.6606060606060606,0.9877272727272727,-0.6232133659829054
322,0.6777777777777778,0.9877272727272727,-0.636261655678644
323,0.694949494949495,0.9877272727272727,-0.6458850054392042
324,0.7121212121212122,0.9877272727272727,-0.6519328643383937
325,0.7292929292929293,0.9877272727272727,-0.6561503253244777
326,0.7464646464646465,0.9877272727272727,-0.6596545507561556
327,0.7636363636363637,0.9877272727272727,-0.6628350333254243
328,0.7808080808080808,0.9877272727272727,-0.6658371831598624
329,0.797979797979798,0.9877272727272727,-0.6687251718092038
330,0.8151515151515152,0.9877272727272727,-0.671531336014422
331,0.8323232323232324,0.9877272727272727,-0.6742736203278997
332,0.8494949494949495,0.9877272727272727,-0.6769625211422986
333,0.8666666666666667,0.9877272727272727,-0.6796010908792216
334,0.8838383838383839,0.9877272727272727,-0.6821867979753258
335,0.901010101010101,0.9877272727272727,-0.6847124180725669
336,0.9181818181818182,0.9877272727272727,-0.6871568681448784
337,0.9353535353535354,0.9877272727272727,-0.6894392256033437
338,0.9525252525252526,0.9877272727272727,-0.691139589913789
339,0.9696969696969697,0.9877272727272727,-0.6916803203946866
340,0.9868686868686869,0.9877272727272727,-0.6917591306505138
341,1.004040404040404,0.9877272727272727,-0.6917727024188719
342,1.0212121212121212,0.9877272727272727,-0.6941590109049333
343,1.0383838383838384,0.9877272727272727,-0.7014539838219589
344,1.0555555555555556,0.9877272727272727,-0.7091650683912722
345,1.0727272727272728,0.9877272727272727,-0.716342595827765
346,1.08989898989899,0.9877272727272727,-0.7231150368937376
347,1.107070707070707,0.9877272727272727,-0.7301457040999262
348,1.1242424242424243,0.9877272727272727,-0.7381344231821527
349,1.1414141414141414,0.9877272727272727,-0.7477212697368815
350,1.1585858585858586,0.9877272727272727,-0.7595987835922366
351,1.1757575757575758,0.9877272727272727,-0.7745801717541462
352,1.192929292929293,0.9877272727272727,-0.7936185280931668
353,1.2101010101010101,0.9877272727272727,-0.8177794956774441
354,1.2272727272727273,0.9877272727272727,-0.848156270025091
355,1.2444444444444445,0.9877272727272727,-0.8857254606321937
356,1.2616161616161616,0.9877272727272727,-0.9341467321276276
357,1.2787878787878788,0.9877272727272727,-1.0481441897303518
358,1.295959595959596,0.9877272727272727,-1.2183677299007944
359,1.3131313131313131,0.9877272727272727,-1.4070179738732826
360,1.3303030303030303,0.9877272727272727,-1.6136551852773544
361,1.3474747474747475,0.9877272727272727,-1.8377762249687
362,1.3646464646464647,0.9877272727272727,-2.078978818915858
363,1.3818181818181818,0.9877272727272727,-2.337080005578944
364,1.398989898989899,0.9877272727272727,-2.612179189576029
365,1.4161616161616162,0.9877272727272727,-2.9046624224246314
366,1.4333333333333333,0.9877272727272727,-3.2151452834837615
367,1.4505050505050505,0.9877272727272727,-3.544352634743839
368,1.4676767676767677,0.9877272727272727,-3.892940523916318
369,1.4848484848484849,0.9877272727272727,-4.261281937121684
370,1.502020202020202,0.9877272727272727,-4.649260688476165
371,1.5191919191919192,0.9877272727272727,-5.056132652001571
372,1.5363636363636364,0.9877272727272727,-5.4805041859202355
373,1.5535353535353535,0.9877272727272727,-5.9204395665192635
374,1.5707070707070707,0.9877272727272727,-6.373661479955692
375,1.587878787878788,0.9877272727272727,-6.8377802316919
376,1.605050505050505,0.9877272727272727,-7.310492079946579
377,1.6222222222222222,0.9877272727272727,-7.789714241582161
378,1.6393939393939394,0.9877272727272727,-8.273653033456284
379,1.6565656565656566,0.9877272727272727,-8.760819262967523
380,1.6737373737373737,0.9877272727272727,-9.250010099006586
381,1.690909090909091,0.9877272727272727,-9.740274089840886
382,1.708080808080808,0.9877272727272727,-10.230880230880231
383,1.7252525252525253,0.9877272727272727,-10.721500721500721
384,1.7424242424242424,0.9877272727272727,-11.212121212121211
385,1.7595959595959596,0.9877272727272727,-11.702741702741704
386,1.7767676767676768,0.9877272727272727,-12.193362193362194
387,1.793939393939394,0.9877272727272727,-12.683982683982682
388,1.8111111111111111,0.9877272727272727,-13.174603174603176
389,1.8282828282828283,0.9877272727272727,-13.665223665223666
390,1.8454545454545455,0.9877272727272727,-14.155844155844155
391,1.8626262626262626,0.9877272727272727,-14.646464646464649
392,1.8797979797979798,0.9877272727272727,-15.137085137085137
393,1.896969696969697,0.9877272727272727,-15.627705627705629
394,1.9141414141414141,0.9877272727272727,-16.118326118326117
395,1.9313131313131313,0.9877272727272727,-16.60894660894661
396,1.9484848484848485,0.9877272727272727,-17.0995670995671
397,1.9656565656565657,0.9877272727272727,-17.59018759018759
398,1.9828282828282828,0.9877272727272727,-18.08080808080808
399,2.0,0.9877272727272727,-18.571428571428573
400,0.3,0.9886363636363636,0.0
401,0.31717171717171716,0.9886363636363636,0.0
402,0.33434343434343433,0.9886363636363636,0.0
403,0.3515151515151515,0.9886363636363636,0.0
404,0.3686868686868687,0.9886363636363636,0.0
405,0.38585858585858585,0.9886363636363636,0.0
406,0.403030303030303,0.9886363636363636,0.0
407,0.4202020202020202,0.9886363636363636,0.0
408,0.43737373737373736,0.9886363636363636,0.0
409,0.45454545454545453,0.9886363636363636,-0.0032138693247828155
410,0.4717171717171717,0.9886363636363636,-0.08666843156422768
411,0.4888888888888889,0.9886363636363636,-0.24236006330849832
412,0.5060606060606061,0.9886363636363636,-0.34232028098801154
413,0.5232323232323233,0.9886363636363636,-0.4074319185100339
414,0.5404040404040404,0.9886363636363636,-0.45473136825877625
415,0.5575757575757576,0.9886363636363636,-0.4917361363452738
416,0.5747474747474748,0.9886363636363636,-0.5221420445798216
417,0.591919191919192,0.9886363636363636,-0.5479740361208302
418,0.6090909090909091,0.9886363636363636,-0.5704257770948918
419,0.6262626262626263,0.9886363636363636,-0.5902156249441025
420,0.6434343434343435,0.9886363636363636,-0.6077631157555899
421,0.6606060606060606,0.9886363636363636,-0.6232133659829054
422,0.6777777777777778,0.9886363636363636,-0.636261655678644
423,0.694949494949495,0.9886363636363636,-0.6458850054392042
424,0.7121212121212122,0.9886363636363636,-0.6519328643383937
425,0.7292929292929293,0.9886363636363636,-0.6561503253244777
426,0.7464646464646465,0.9886363636363636,-0.6596545507561556
427,0.7636363636363637,0.9886363636363636,-0.6628350333254243
428,0.7808080808080808,0.9886363636363636,-0.6658371831598624
429,0.797979797979798,0.9886363636363636,-0.6687251718092038
430,0.8151515151515152,0.9886363636363636,-0.671531336014422
431,0.8323232323232324,0.9886363636363636,-0.6742736203278997
432,0.8494949494949495,0.9886363636363636,-0.6769625211422986
433,0.8666666666666667,0.9886363636363636,-0.6796010908792216
434,0.8838383838383839,0.9886363636363636,-0.6821867979753258
435,0.901010101010101,0.9886363636363636,-0.6847124180725669
436,0.9181818181818182,0.9886363636363636,-0.6871568681448784
437,0.9353535353535354,0.9886363636363636,-0.6894392256033437
438,0.9525252525252526,0.9886363636363636,-0.691139589913789
439,0.9696969696969697,0.9886363636363636,-0.6916803203946866
440,0.9868686868686869,0.9886363636363636,-0.6917591306505138
441,1.004040404040404,0.9886363636363636,-0.6917727024188719
442,1.0212121212121212,0.9886363636363636,-0.6941590109049333
443,1.0383838383838384,0.9886363636363636,-0.7014539838219589
444,1.0555555555555556,0.9886363636363636,-0.7091650683912722
445,1.0727272727272728,0.9886363636363636,-0.716342595827765
446,1.08989898989899,0.9886363636363636,-0.7231150368937376
447,1.107070707070707,0.9886363636363636,-0.7301457040999262
448,1.1242424242424243,0.9886363636363636,-0.7381344231821527
449,1.1414141414141414,0.9886363636363636,-0.7477212697368815
450,1.1585858585858586,0.9886363636363636,-0.7595987835922366
451,1.1757575757575758,0.9886363636363636,-0.7745801717541462
452,1.192929292929293,0.9886363636363636,-0.7936185280931668
453,1.2101010101010101,0.9886363636363636,-0.8177794956774441
454,1.2272727272727273,0.9886363636363636,-0.848156270025091
455,1.2444444444444445,0.9886363636363636,-0.8857254606321937
456,1.2616161616161616,0.9886363636363636,-0.9341467321276276
457,1.2787878787878788,0.9886363636363636,-1.0481441897303518
458,1.295959595959596,0.9886363636363636,-1.2183677299007944
459,1.3131313131313131,0.9886363636363636,-1.4070179738732826
460,1.3303030303030303,0.9886363636363636,-1.6136551852773544
461,1.3474747474747475,0.9886363636363636,-1.8377762249687
462,1.3646464646464647,0.9886363636363636,-2.078978818915858
463,1.3818181818181818,0.9886363636363636,-2.337080005578944
464,1.398989898989899,0.9886363636363636,-2.612179189576029
465,1.4161616161616162,0.9886363636363636,-2.9046624224246314
466,1.4333333333333333,0.9886363636363636,-3.2151452834837615
467,1.4505050505050505,0.9886363636363636,-3.544352634743839
468,1.4676767676767677,0.9886363636363636,-3.892940523916318
469,1.4848484848484849,0.9886363636363636,-4.261281937121684
470,1.502020202020202,0.9886363636363636,-4.649260688476165
471,1.5191919191919192,0.9886363636363636,-5.056132652001571
472,1.5363636363636364,0.9886363636363636,-5.4805041859202355
473,1.5535353535353535,0.9886363636363636,-5.9204395665192635
474,1.5707070707070707,0.9886363636363636,-6.373661479955692
475,1.587878787878788,0.9886363636363636,-6.8377802316919
476,1.605050505050505,0.9886363636363636,-7.310492079946579
477,1.6222222222222222,0.9886363636363636,-7.789714241582161
478,1.6393939393939394,0.9886363636363636,-8.273653033456284
479,1.6565656565656566,0.9886363636363636,-8.760819262967523
480,1.6737373737373737,0.9886363636363636,-9.250010099006586
481,1.690909090909091,0.9886363636363636,-9.740274089840886
482,1.708080808080808,0.9886363636363636,-10.230880230880231
483,1.7252525252525253,0.9886363636363636,-10.721500721500721
484,1.7424242424242424,0.9886363636363636,-11.212121212121211
485,1.7595959595959596,0.9886363636363636,-11.702741702741704
486,1.7767676767676768,0.9886363636363636,-12.193362193362194
487,1.793939393939394,0.9886363636363636,-12.683982683982682
488,1.8111111111111111,0.9886363636363636,-13.174603174603176
489,1.8282828282828283,0.9886363636363636,-13.665223665223666
490,1.8454545454545455,0.9886363636363636,-14.155844155844155
491,1.8626262626262626,0.9886363636363636,-14.646464646464649
492,1.8797979797979798,0.9886363636363636,-15.137085137085137
493,1.896969696969697,0.9886363636363636,-15.627705627705629
494,1.9141414141414141,0.9886363636363636,-16.118326118326117
495,1.9313131313131313,0.9886363636363636,-16.60894660894661
496,1.9484848484848485,0.9886363636363636,-17.0995670995671
497,1.9656565656565657,0.9886363636363636,-17.59018759018759
498,1.9828282828282828,0.9886363636363636,-18.08080808080808
499,2.0,0.9886363636363636,-18.571428571428573
500,0.3,0.9895454545454545,0.0
501,0.31717171717171716,0.9895454545454545,0.0
