time,xpbd_length,classic_length
0.0,0.10000000000000009,0.10000000000000009
0.01,0.09998790851466466,0.09999905005428933
0.02,0.09987789533631619,0.09990079580316147
0.03,0.0995817605646534,0.0996133491736817
0.04,0.09907549855330999,0.0991108767152229
0.05,0.0983608205453621,0.09839599214987738
0.060000000000000005,0.09744994371308291,0.0974820416571367
0.07,0.09636412981424947,0.09639008937366778
0.08,0.09513370635205276,0.09514912731982039
0.09,0.09379674403356231,0.09379675144723554
0.09999999999999999,0.09239666176279737,0.09237884174280464
0.10999999999999999,0.09098086781762316,0.09094590225876464
0.11999999999999998,0.0895997145908829,0.08955004071220252
0.12999999999999998,0.0883051469024323,0.08824381819674221
0.13999999999999999,0.08714951107317725,0.08707964706117544
0.15,0.08618435739623953,0.08610901770631618
0.16,0.08545853892054156,0.08538093318093054
0.17,0.08501517417018478,0.08493919789038129
0.18000000000000002,0.08489212549854619,0.0848224398437667
0.19000000000000003,0.08514006427636245,0.08508032604622517
0.20000000000000004,0.08585785698753123,0.08581002242019786
0.21000000000000005,0.08717907369461964,0.08714548636460129
0.22000000000000006,0.08922685530912955,0.08921066918291132
0.23000000000000007,0.09209593013271888,0.09209989436873389
0.24000000000000007,0.09584328817366239,0.09586862745109537
0.25000000000000006,0.10047867415520884,0.10052653313043591
0.26000000000000006,0.10595711738059732,0.10603077557775076
0.2700000000000001,0.11217345884613639,0.11227493343799566
0.2800000000000001,0.11897770307355915,0.11910695439615993
0.2900000000000001,0.12619111210782952,0.12634604256253346
0.3000000000000001,0.1336010353017384,0.13377844594654487
0.3100000000000001,0.14096000095179617,0.14115626863804642
0.3200000000000001,0.1480043281435648,0.14821342484137
0.3300000000000001,0.1544662421906079,0.1546822700456868
0.34000000000000014,0.16009217487183847,0.16030994123794706
0.35000000000000014,0.16466903606687655,0.16488412020401744
0.36000000000000015,0.1680423648584164,0.16825165328244085
0.37000000000000016,0.17011989168844555,0.17032025845205556
0.38000000000000017,0.17086609098416827,0.1710535980676826
0.3900000000000002,0.1703267097720268,0.1704984867249396
0.4000000000000002,0.16862887738505716,0.16878169411742616
0.4100000000000002,0.16591607319539192,0.166046001527707
0.4200000000000002,0.162371272745909,0.1624738418787135
0.4300000000000002,0.1582150202371101,0.1582853766348068
0.4400000000000002,0.15368716237162494,0.15372207806021443
0.45000000000000023,0.14902399131926014,0.149024338399528
0.46000000000000024,0.14443915667233553,0.14440891202016815
0.47000000000000025,0.14011117616303392,0.1400545842341384
0.48000000000000026,0.13617907035239252,0.1361000736773037
0.49000000000000027,0.1327472440220845,0.1326496590630727
0.5000000000000002,0.12989390768639142,0.1297811133613953
