,lMtilde,lTtilde,act,vMtilde
0,1.2872887109573814,1.0187644405641372,0.4645277314168106,-0.16992694915797973
1,0.4852042709885084,0.9959097358193844,0.7120417491639187,-0.17241310437291257
2,0.9189404443300602,1.0120023414800172,0.6834421676204385,-0.34618308622726407
3,1.2736273230072976,1.0299233183773002,0.9422044724866828,-0.09732238796205846
4,1.2005004183222507,1.0440245109365502,0.8245252739872747,0.25254433131779563
5,1.4378808137818826,1.0272151381242536,0.7342477183886085,-0.2535389944474249
6,1.542236258409394,1.0358553253693732,0.06832448484741027,0.722099891732363
7,0.8544522204531102,0.9980497070114498,0.49152611505064014,-0.5588934402804215
8,1.15864880734484,1.037771190502343,0.9883445074958983,-0.03371643455880941
9,1.4234202617329903,1.0320764333324048,0.3059272203828456,0.5382164876617267
10,0.6261674588940107,1.0287302132652296,0.908656742803532,0.7237749115570099
11,0.8621049893287824,1.0253190035044755,0.9124415840940983,-0.1326523203312556
12,1.0384639386120607,1.0067434529389596,0.7493109356019074,-0.5112820203765717
13,0.7609591423842867,1.0347710101225398,0.7317995443881488,0.20245231377697628
14,0.8915267796040649,0.9984214452813401,0.7761632773843674,-0.6412828432970672
15,1.2115408048970524,0.9988855699305795,0.3995268381739584,-0.7356836173177509
16,1.0784088298852814,1.0045569465510107,0.39014724109450427,-0.4611077808084729
17,1.0656691322272276,1.0021173123573413,0.21492909011768335,-0.43620993982343614
18,0.5987485390168052,1.0092259495091196,0.8081467981030559,-0.1697404808429731
19,0.3436559187349025,0.9865360312124154,0.9156243762522824,0.0
20,1.331619198267046,1.0350848851213406,0.8584207876659589,-0.01928006655058667
21,1.62358392236835,1.0565245598892747,0.9979675615512844,1.6892289663841353
22,0.9126211903597743,0.9922502891479721,0.9039860962505759,-0.6697922909879286
23,1.340335418524407,1.0340774958653975,0.9709014149138552,-0.05511242943932116
24,0.3573351278885602,0.9978073379524666,0.9370306147706376,0.0
25,1.2039469809717385,1.0188012590193827,0.4791065519313312,-0.12725892801391966
